ApplicationType,BusinessType,City,StateCode,ZipCode,Created,Submitted,InReview,Billed,Paid,UnderInspection,Ready,Issued,Printed,DaysInCreatedStatus,DaysInReview,DaysInBilled,DaysInPaid,DaysInUnderInspection,DaysInReady,DaysInIssued,TotalDaysCreationToPrint_Original,PostalCode,TotalDaysCreationToIssuance_Recalc,TotalDaysCreationToIssuance_Ints,Human_Baseline,PostalCodeStratify,Created_DayOfYear,Created_Month,Created_DayOfMonth,Created_DayOfWeek,Created_Year
Certificate Of Use,General Commercial,Miami,FL,33135,2018-04-04,,2018-04-04,2018-04-04,2018-04-05,2018-04-10,2018-04-20,2018-04-20,2018-04-25,0,0,1,5,10,0,5,21,33135,16 days 00:00:00.000000000,16,62,33135,94,4,4,2,2018
Certificate Of Use,Multi Family Housing,Miami,FL,33130,2018-04-04,,2018-04-04,2018-04-04,2018-04-20,2018-06-15,2018-09-27,2018-09-27,2018-10-01,0,0,16,56,104,0,4,180,33130,176 days 00:00:00.000000000,176,156,33130,94,4,4,2,2018
Certificate Of Use,Auto-Related Industrial Establishment,Miami,FL,33127,2018-04-04,,2018-04-04,2018-04-04,2018-04-05,2018-04-09,2018-04-09,2018-04-09,2018-04-13,0,0,1,4,0,0,4,9,33127,5 days 00:00:00.000000000,5,62,33127,94,4,4,2,2018
Certificate Of Use,Office,Miami,FL,33130,2018-04-04,,2018-04-04,2018-04-04,2018-04-05,2018-04-06,2018-05-15,2018-05-25,2018-06-08,0,0,1,1,39,10,14,65,33130,51 days 00:00:00.000000000,51,62,33130,94,4,4,2,2018
Certificate Of Use,Office,Miami,FL,33125,2018-04-04,,2018-04-04,2018-04-04,2018-04-13,2018-04-18,2018-04-18,2018-04-18,2018-04-25,0,0,9,5,0,0,7,21,33125,14 days 00:00:00.000000000,14,62,33125,94,4,4,2,2018
Certificate Of Use,Office,Miami,FL,33130,2018-04-04,2018-04-04,2018-04-04,2018-04-04,2018-12-20,2018-04-05,2018-04-19,2018-04-20,2018-04-25,0,0,260,-259,14,1,5,21,33130,16 days 00:00:00.000000000,16,62,33130,94,4,4,2,2018
Certificate Of Use,Office,Miami,FL,33137,2018-04-09,,2018-04-09,2018-04-09,2018-04-10,2018-04-17,2018-04-23,2018-04-25,2018-04-25,0,0,1,7,6,2,0,16,33137,16 days 00:00:00.000000000,16,62,33137,99,4,9,0,2018
Certificate Of Use,Storage / Distribution Facility,Miami,FL,33138,2018-04-04,,2018-04-04,2018-04-04,2018-04-05,2018-04-13,2018-04-20,2018-05-31,2018-06-08,0,0,1,8,7,41,8,65,33138,57 days 00:00:00.000000000,57,62,33138,94,4,4,2,2018
Certificate Of Use,Office,Miami,FL,33125,2018-04-04,,2018-04-04,2018-04-04,2018-04-05,2018-04-13,2018-04-18,2018-04-18,2018-04-25,0,0,1,8,5,0,7,21,33125,14 days 00:00:00.000000000,14,62,33125,94,4,4,2,2018
Certificate Of Use,Office,Miami,FL,33125,2018-04-04,,2018-04-04,2018-04-04,2018-04-06,2018-04-10,2018-04-17,2018-04-18,2018-04-25,0,0,2,4,7,1,7,21,33125,14 days 00:00:00.000000000,14,62,33125,94,4,4,2,2018
Certificate Of Use,General Commercial,Miami,FL,33133,2018-04-04,2018-04-04,2018-04-04,2018-04-04,2018-04-05,2018-04-10,2018-04-12,2018-04-25,2018-04-25,0,0,1,5,2,13,0,21,33133,21 days 00:00:00.000000000,21,62,33133,94,4,4,2,2018
Certificate Of Use,Office,Miami,FL,33133,2018-04-04,2018-04-04,2018-04-04,2018-04-04,2018-04-06,2018-04-09,2018-04-09,2018-04-09,2018-04-13,0,0,2,3,0,0,4,9,33133,5 days 00:00:00.000000000,5,62,33133,94,4,4,2,2018
Certificate Of Use,Multi Family Housing,Miami,FL,33127,2018-04-04,2018-04-04,2018-04-04,2018-04-04,2018-10-01,2018-04-09,2018-04-23,2018-04-25,2018-04-25,0,0,180,-175,14,2,0,21,33127,21 days 00:00:00.000000000,21,156,33127,94,4,4,2,2018
Certificate Of Use,Office,Miami,FL,33132,2018-04-05,,2018-04-05,2018-04-05,2018-04-25,2018-04-25,2018-05-02,2018-05-02,2018-05-14,0,0,20,0,7,0,12,39,33132,27 days 00:00:00.000000000,27,62,33132,95,4,5,3,2018
Certificate Of Use,General Commercial,Miami,FL,33131,2018-04-05,,2018-04-05,2018-04-05,2018-04-10,2018-04-24,2018-04-26,2018-04-26,2018-05-14,0,0,5,14,2,0,18,39,33131,21 days 00:00:00.000000000,21,62,33131,95,4,5,3,2018
Certificate Of Use,Office,Miami,FL,33128,2018-04-05,,2018-04-05,2018-04-05,2018-04-06,2018-06-18,2018-07-11,2018-07-11,2018-07-13,0,0,1,73,23,0,2,99,33128,97 days 00:00:00.000000000,97,62,33128,95,4,5,3,2018
Certificate Of Use,Office,Miami,FL,33146,2018-04-05,2018-04-05,2018-04-11,2018-04-11,2018-10-01,2018-04-12,2018-04-26,2018-06-11,2018-06-22,6,0,173,-172,14,46,11,78,33146,67 days 00:00:00.000000000,67,62,33146,95,4,5,3,2018
Certificate Of Use,Office,Miami,FL,33131,2018-04-05,2018-04-05,2018-04-05,2018-04-05,,2018-04-11,2018-04-17,2018-04-18,2018-04-25,0,0,,,6,1,7,20,33131,13 days 00:00:00.000000000,13,62,33131,95,4,5,3,2018
Certificate Of Use,Office,Miami,FL,33125,2018-04-05,2018-04-05,2018-04-05,2018-04-05,2019-06-18,2018-04-05,2018-04-12,2018-04-30,2018-05-14,0,0,439,-439,7,18,14,39,33125,25 days 00:00:00.000000000,25,62,33125,95,4,5,3,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33138,2018-04-05,,2018-04-05,2018-04-05,2018-04-06,2018-04-10,2018-04-26,2018-05-04,2018-05-14,0,0,1,4,16,8,10,39,33138,29 days 00:00:00.000000000,29,105,33138,95,4,5,3,2018
Certificate Of Use,Office,Miami,FL,33146,2018-04-05,2018-04-05,2018-04-06,2018-04-06,2018-04-07,2018-04-10,2018-04-12,2018-04-13,2018-04-25,1,0,1,3,2,1,12,20,33146,8 days 00:00:00.000000000,8,62,33146,95,4,5,3,2018
Certificate Of Use,Office,Miami,FL,33146,2018-04-05,2018-04-05,2018-04-05,2018-04-05,2018-10-01,2018-04-13,2018-04-26,2018-04-30,2018-05-14,0,0,179,-171,13,4,14,39,33146,25 days 00:00:00.000000000,25,62,33146,95,4,5,3,2018
Certificate Of Use,Office,Miami,FL,33130,2018-04-05,2018-04-05,2018-04-05,2018-04-05,2018-04-09,2018-04-10,2018-04-12,2018-04-13,2018-04-25,0,0,4,1,2,1,12,20,33130,8 days 00:00:00.000000000,8,62,33130,95,4,5,3,2018
Certificate Of Use,General Commercial,Miami,FL,33142,2018-04-05,2018-04-05,2018-04-12,2018-04-12,2018-04-17,2018-05-09,2018-05-10,2018-05-10,2018-05-14,7,0,5,22,1,0,4,39,33142,35 days 00:00:00.000000000,35,62,33142,95,4,5,3,2018
Certificate Of Use,Office,Miami,FL,33133,2018-04-06,2018-04-06,2018-04-06,2018-04-06,2018-04-10,2018-04-11,2018-04-11,2018-04-12,2018-04-13,0,0,4,1,0,1,1,7,33133,6 days 00:00:00.000000000,6,62,33133,96,4,6,4,2018
Certificate Of Use,Office,Miami,FL,33138,2018-04-06,,2018-04-06,2018-04-06,2018-04-07,2018-04-10,2018-04-20,2018-05-02,2018-05-14,0,0,1,3,10,12,12,38,33138,26 days 00:00:00.000000000,26,62,33138,96,4,6,4,2018
Certificate Of Use,Office,Miami,FL,33133,2018-04-06,2018-04-06,2018-04-06,2018-04-06,2018-10-01,2018-04-06,2018-04-17,2018-04-26,2018-05-14,0,0,178,-178,11,9,18,38,33133,20 days 00:00:00.000000000,20,62,33133,96,4,6,4,2018
Certificate Of Use,General Commercial,Miami,FL,33127,2018-04-06,,2018-04-06,2018-04-06,2018-04-07,2018-04-24,2018-04-25,2018-06-01,2018-06-08,0,0,1,17,1,37,7,63,33127,56 days 00:00:00.000000000,56,62,33127,96,4,6,4,2018
Certificate Of Use,Office,Miami,FL,33127,2018-04-06,,2018-04-06,2018-04-06,2018-04-07,2018-06-06,2018-11-09,2018-11-15,2018-11-19,0,0,1,60,156,6,4,227,33127,223 days 00:00:00.000000000,223,62,33127,96,4,6,4,2018
Certificate Of Use,Office,Miami,FL,33131,2018-04-06,,2018-04-06,2018-04-06,2018-04-12,2018-04-20,2018-06-06,2018-06-06,2018-06-08,0,0,6,8,47,0,2,63,33131,61 days 00:00:00.000000000,61,62,33131,96,4,6,4,2018
Certificate Of Use,Religious Facility,Miami,FL,33125,2018-04-06,,2018-04-06,2018-04-06,2018-04-07,2018-04-13,2018-04-13,2018-04-13,2018-04-25,0,0,1,6,0,0,12,19,33125,7 days 00:00:00.000000000,7,62,33125,96,4,6,4,2018
Certificate Of Use,General Commercial,Miami,FL,33127,2018-04-06,,2018-04-06,2018-04-06,2018-04-07,2018-04-24,2018-04-25,2018-06-01,2018-06-08,0,0,1,17,1,37,7,63,33127,56 days 00:00:00.000000000,56,62,33127,96,4,6,4,2018
Certificate Of Use,Unknown,Miami,FL,33129,2018-04-06,,2018-04-06,2018-04-06,2018-04-07,2018-05-10,2018-05-18,2018-05-23,2018-05-25,0,0,1,33,8,5,2,49,33129,47 days 00:00:00.000000000,47,413,33129,96,4,6,4,2018
Certificate Of Use,Storage / Distribution Facility,Miami,FL,33138,2018-04-06,,2018-04-06,2018-04-06,2018-04-07,2018-04-18,2018-04-18,2018-05-15,2018-05-25,0,0,1,11,0,27,10,49,33138,39 days 00:00:00.000000000,39,62,33138,96,4,6,4,2018
Certificate Of Use,General Commercial,Miami,FL,33126,2018-04-06,2018-04-06,2018-04-06,2018-04-06,2018-06-13,2018-08-08,2018-11-09,2018-11-09,2018-11-19,0,0,68,56,93,0,10,227,33126,217 days 00:00:00.000000000,217,62,33126,96,4,6,4,2018
Certificate Of Use,Office,Miami,FL,33142,2018-04-09,,2018-04-09,2018-04-09,2018-04-17,2018-04-19,2018-04-19,2018-04-19,2018-04-25,0,0,8,2,0,0,6,16,33142,10 days 00:00:00.000000000,10,62,33142,99,4,9,0,2018
Certificate Of Use,Unknown,Miami,FL,33142,2018-04-06,2018-04-06,2018-04-09,2018-04-09,2018-04-24,2018-05-04,2018-06-01,2018-06-01,2018-06-08,3,0,15,10,28,0,7,63,33142,56 days 00:00:00.000000000,56,413,33142,96,4,6,4,2018
Certificate Of Use,General Commercial,Miami,FL,33137,2018-04-06,2018-04-06,2018-04-06,2018-04-06,2018-04-09,2018-04-13,2018-04-26,2018-05-16,2018-05-25,0,0,3,4,13,20,9,49,33137,40 days 00:00:00.000000000,40,62,33137,96,4,6,4,2018
Certificate Of Use,Office,Miami,FL,33126,2018-04-06,2018-04-06,2018-04-11,2018-04-11,2018-04-16,2018-04-19,2018-04-19,2018-04-19,2018-04-25,5,0,5,3,0,0,6,19,33126,13 days 00:00:00.000000000,13,62,33126,96,4,6,4,2018
Certificate Of Use,Office,Miami,FL,33129,2018-04-06,2018-04-06,2018-04-09,2018-04-09,2018-04-10,2018-04-23,2018-05-09,2018-05-10,2018-05-14,3,0,1,13,16,1,4,38,33129,34 days 00:00:00.000000000,34,62,33129,96,4,6,4,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33125,2018-04-07,2018-04-07,2018-04-10,2018-04-10,2018-04-11,2018-06-19,2019-03-28,2019-03-28,2019-04-02,3,0,1,69,282,0,5,360,33125,355 days 00:00:00.000000000,355,105,33125,97,4,7,5,2018
Certificate Of Use,General Commercial,Miami,FL,33134,2018-04-09,,2018-04-09,2018-04-09,2018-04-10,2018-05-08,2018-05-15,2018-05-15,2018-05-25,0,0,1,28,7,0,10,46,33134,36 days 00:00:00.000000000,36,62,33134,99,4,9,0,2018
Certificate Of Use,Learning Center,Miami,FL,33127,2018-04-09,,2018-04-09,2018-04-09,2018-04-12,2018-04-16,2018-04-18,2018-04-19,2018-04-25,0,0,3,4,2,1,6,16,33127,10 days 00:00:00.000000000,10,62,33127,99,4,9,0,2018
Certificate Of Use,Auto-Related Commercial Establishment,Miami,FL,0,2018-04-09,2018-04-09,2018-04-11,2018-04-11,2018-04-13,2018-06-20,2018-07-02,2018-07-02,2018-07-06,2,0,2,68,12,0,4,88,33146,84 days 00:00:00.000000000,84,62,33146,99,4,9,0,2018
Certificate Of Use,Auto-Related Commercial Establishment,Miami,FL,33132,2018-04-09,2018-04-09,2018-04-10,2018-04-10,2018-04-11,2018-04-11,2018-04-12,2018-05-11,2018-05-14,1,0,1,0,1,29,3,35,33132,32 days 00:00:00.000000000,32,62,33132,99,4,9,0,2018
Certificate Of Use,Office,Miami,FL,33126,2018-04-09,,2019-01-07,2019-01-07,2019-01-11,2019-01-15,2019-01-15,2019-01-15,2019-01-18,273,0,4,4,0,0,3,284,33126,281 days 00:00:00.000000000,281,62,33126,99,4,9,0,2018
Certificate Of Use,Office,Miami,FL,33126,2018-04-09,2018-04-09,2018-04-10,2018-04-10,2018-04-13,2018-04-17,2018-04-30,2018-04-30,2018-05-14,1,0,3,4,13,0,14,35,33126,21 days 00:00:00.000000000,21,62,33126,99,4,9,0,2018
Certificate Of Use,Office,Miami,FL,33146,2018-04-09,2018-04-09,2018-04-09,2018-04-09,2018-10-01,2018-04-10,2018-04-11,2018-04-12,2018-04-13,0,0,175,-174,1,1,1,4,33146,3 days 00:00:00.000000000,3,62,33146,99,4,9,0,2018
Certificate Of Use,Office,Miami,FL,33146,2018-04-09,2018-04-09,2018-04-11,2018-04-11,,2018-04-12,2018-04-14,2018-04-18,2018-04-25,2,0,,,2,4,7,16,33146,9 days 00:00:00.000000000,9,62,33146,99,4,9,0,2018
Accessory Of Use,Home Office,Miami,FL,33126,2018-04-10,2018-04-10,2018-04-10,2018-04-10,2018-04-11,2018-04-11,2018-04-11,2018-04-12,2018-04-13,0,0,1,0,0,1,1,3,33126,2 days 00:00:00.000000000,2,28,33126,100,4,10,1,2018
Certificate Of Use,General Commercial,Miami,FL,33125,2018-04-10,,2018-04-10,2018-04-10,2018-04-12,2018-05-03,2018-06-19,2018-06-19,2018-06-22,0,0,2,21,47,0,3,73,33125,70 days 00:00:00.000000000,70,62,33125,100,4,10,1,2018
Certificate Of Use,Alcohol Beverage Service Establishment,Miami,FL,33126,2018-04-10,,2018-04-10,2018-04-10,2018-04-13,2018-04-19,2018-04-19,2018-04-24,2018-04-25,0,0,3,6,0,5,1,15,33126,14 days 00:00:00.000000000,14,113,33126,100,4,10,1,2018
Certificate Of Use,General Commercial,Miami,FL,33137,2018-04-10,2018-04-10,2018-04-10,2018-04-10,2018-04-12,2018-04-12,2018-04-26,2018-04-26,2018-05-14,0,0,2,0,14,0,18,34,33137,16 days 00:00:00.000000000,16,62,33137,100,4,10,1,2018
Certificate Of Use,Office,Miami,FL,33131,2018-04-10,2018-04-10,2018-04-10,2018-04-10,2018-04-12,2018-04-25,2018-05-01,2018-05-03,2018-05-14,0,0,2,13,6,2,11,34,33131,23 days 00:00:00.000000000,23,62,33131,100,4,10,1,2018
Certificate Of Use,General Commercial,Miami,FL,33137,2018-04-10,2018-04-10,2018-04-10,2018-04-10,2018-10-01,2018-04-12,2018-05-10,2018-05-15,2018-05-25,0,0,174,-172,28,5,10,45,33137,35 days 00:00:00.000000000,35,62,33137,100,4,10,1,2018
Accessory Of Use,Home Office,Miami,FL,33137,2018-04-16,2018-04-16,2018-04-16,2018-04-16,2018-04-17,2018-05-02,2018-05-02,2018-05-02,2018-05-14,0,0,1,15,0,0,12,28,33137,16 days 00:00:00.000000000,16,28,33137,106,4,16,0,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33131,2018-04-17,,2018-04-17,2018-04-17,2018-04-18,2018-04-30,2018-05-02,2018-05-02,2018-05-14,0,0,1,12,2,0,12,27,33131,15 days 00:00:00.000000000,15,105,33131,107,4,17,1,2018
Certificate Of Use,General Commercial,Miami,FL,33135,2018-04-10,,2018-04-10,2018-04-10,2018-04-23,2018-04-23,2018-05-15,2018-05-15,2018-05-25,0,0,13,0,22,0,10,45,33135,35 days 00:00:00.000000000,35,62,33135,100,4,10,1,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33126,2018-04-10,,2018-04-10,2018-04-10,2018-04-20,2018-04-23,2018-04-26,2018-05-22,2018-05-25,0,0,10,3,3,26,3,45,33126,42 days 00:00:00.000000000,42,105,33126,100,4,10,1,2018
Certificate Of Use,Office,Miami,FL,33131,2018-04-10,,2018-04-10,2018-04-10,2018-04-12,2018-04-25,2018-05-07,2018-05-07,2018-05-14,0,0,2,13,12,0,7,34,33131,27 days 00:00:00.000000000,27,62,33131,100,4,10,1,2018
Certificate Of Use,Office,Miami,FL,33126,2018-04-10,,2018-04-10,2018-04-10,2018-04-13,2018-04-17,2018-04-30,2018-04-30,2018-05-14,0,0,3,4,13,0,14,34,33126,20 days 00:00:00.000000000,20,62,33126,100,4,10,1,2018
Certificate Of Use,General Commercial,Miami,FL,33138,2018-04-19,,2018-04-19,2018-04-19,2018-04-20,2018-04-26,2018-04-30,2018-05-04,2018-05-14,0,0,1,6,4,4,10,25,33138,15 days 00:00:00.000000000,15,62,33138,109,4,19,3,2018
Certificate Of Use,General Commercial,Miami,FL,33137,2018-04-10,2018-04-10,2018-04-10,2018-04-10,2018-04-12,2018-04-13,2018-04-18,2018-04-18,2018-04-25,0,0,2,1,5,0,7,15,33137,8 days 00:00:00.000000000,8,62,33137,100,4,10,1,2018
Certificate Of Use,Office,Miami,FL,33133,2018-04-10,2018-04-10,2018-04-10,2018-04-10,2018-10-01,2018-04-11,2018-04-23,2018-05-15,2018-05-25,0,0,174,-173,12,22,10,45,33133,35 days 00:00:00.000000000,35,62,33133,100,4,10,1,2018
Certificate Of Use,Office,Miami,FL,33133,2018-04-10,2018-04-10,2018-04-10,2018-04-10,2018-10-01,2018-04-11,2018-04-23,2018-05-15,2018-05-25,0,0,174,-173,12,22,10,45,33133,35 days 00:00:00.000000000,35,62,33133,100,4,10,1,2018
Certificate Of Use,Office,Miami,FL,33133,2018-04-10,2018-04-10,2018-04-10,2018-04-10,2018-04-12,2018-04-23,2018-05-14,2018-05-15,2018-05-25,0,0,2,11,21,1,10,45,33133,35 days 00:00:00.000000000,35,62,33133,100,4,10,1,2018
Certificate Of Use,Office,Miami,FL,33127,2018-04-10,2018-04-10,2018-04-17,2018-04-17,2018-04-18,2018-04-27,2018-04-27,2018-04-27,2018-05-14,7,0,1,9,0,0,17,34,33127,17 days 00:00:00.000000000,17,62,33127,100,4,10,1,2018
Certificate Of Use,Office,Miami,FL,33127,2018-04-10,2018-04-10,2018-04-17,2018-04-17,2018-04-18,2018-04-25,2018-04-27,2018-04-27,2018-05-14,7,0,1,7,2,0,17,34,33127,17 days 00:00:00.000000000,17,62,33127,100,4,10,1,2018
Certificate Of Use,General Commercial,Miami,FL,33137,2018-04-10,2018-04-10,2018-04-11,2018-04-11,2018-04-12,2018-04-17,2018-04-18,2018-04-19,2018-04-25,1,0,1,5,1,1,6,15,33137,9 days 00:00:00.000000000,9,62,33137,100,4,10,1,2018
Certificate Of Use,Marina,Miami,FL,33133,2018-04-10,2018-04-10,2018-04-18,2018-04-18,2018-04-20,2018-04-30,2018-05-11,2018-05-11,2018-05-14,8,0,2,10,11,0,3,34,33133,31 days 00:00:00.000000000,31,62,33133,100,4,10,1,2018
Certificate Of Use,Office,Miami,FL,33132,2018-04-10,2018-04-10,2018-04-10,2018-04-10,2018-04-12,2018-04-18,2018-04-18,2018-04-18,2018-04-25,0,0,2,6,0,0,7,15,33132,8 days 00:00:00.000000000,8,62,33132,100,4,10,1,2018
Certificate Of Use,General Commercial,Miami,FL,33131,2018-04-10,2018-04-10,2018-04-12,2018-04-12,2018-04-13,2018-04-18,2018-04-24,2018-04-24,2018-04-25,2,0,1,5,6,0,1,15,33131,14 days 00:00:00.000000000,14,62,33131,100,4,10,1,2018
Certificate Of Use,Office,Miami,FL,33146,2018-04-11,2018-04-11,2018-04-12,2018-04-12,2018-04-13,2018-04-26,2018-05-31,2018-06-27,2018-07-06,1,0,1,13,35,27,9,86,33146,77 days 00:00:00.000000000,77,62,33146,101,4,11,2,2018
Certificate Of Use,General Commercial,Miami,FL,33134,2018-04-11,,2018-04-11,2018-04-11,2018-04-13,2018-04-20,2018-04-25,2018-04-27,2018-05-14,0,0,2,7,5,2,17,33,33134,16 days 00:00:00.000000000,16,62,33134,101,4,11,2,2018
Certificate Of Use,Public Parking,Miami,FL,33131,2018-04-11,,2018-04-11,2018-04-11,2018-12-28,2018-04-13,2018-04-14,2018-04-17,2018-04-25,0,0,261,-259,1,3,8,14,33131,6 days 00:00:00.000000000,6,62,33131,101,4,11,2,2018
Accessory Of Use,Home Office,Miami,FL,33129,2018-04-12,2018-04-12,2018-04-12,2018-04-12,2018-04-17,2018-04-17,2018-04-17,2018-04-18,2018-04-25,0,0,5,0,0,1,7,13,33129,6 days 00:00:00.000000000,6,28,33129,102,4,12,3,2018
Certificate Of Use,Office,Miami,FL,33129,2018-04-11,2018-04-11,2018-04-13,2018-04-13,2018-04-17,2018-04-23,2018-04-23,2018-04-24,2018-04-25,2,0,4,6,0,1,1,14,33129,13 days 00:00:00.000000000,13,62,33129,101,4,11,2,2018
Certificate Of Use,Auto-Related Industrial Establishment,Miami,FL,33142,2018-04-11,2018-04-11,2018-04-12,2018-04-12,2018-04-13,2018-04-24,2018-04-24,2018-04-24,2018-04-25,1,0,1,11,0,0,1,14,33142,13 days 00:00:00.000000000,13,62,33142,101,4,11,2,2018
Certificate Of Use,Office,Miami,FL,33131,2018-04-11,2018-04-11,2018-04-11,2018-04-11,2018-04-12,2018-04-25,2018-05-01,2018-05-03,2018-05-14,0,0,1,13,6,2,11,33,33131,22 days 00:00:00.000000000,22,62,33131,101,4,11,2,2018
Certificate Of Use,General Commercial,Miami,FL,33133,2018-04-11,2018-04-11,2018-04-13,2018-04-13,2018-04-17,2018-08-21,2018-09-25,2019-02-20,2019-03-04,2,0,4,126,35,148,12,327,33133,315 days 00:00:00.000000000,315,62,33133,101,4,11,2,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33136,2018-04-12,,2018-04-12,2018-04-12,2018-04-13,2018-04-17,2018-04-19,2018-04-26,2018-05-14,0,0,1,4,2,7,18,32,33136,14 days 00:00:00.000000000,14,105,33136,102,4,12,3,2018
Certificate Of Use,General Commercial,Miami,FL,33135,2018-04-11,2018-04-11,2018-04-11,2018-04-11,2018-04-12,2018-04-13,2018-04-13,2018-04-13,2018-04-25,0,0,1,1,0,0,12,14,33135,2 days 00:00:00.000000000,2,62,33135,101,4,11,2,2018
Certificate Of Use,General Commercial,Miami,FL,33133,2018-04-11,2018-04-11,2018-04-13,2018-04-13,2018-04-17,2018-06-28,2018-08-21,2019-02-20,2019-03-04,2,0,4,72,54,183,12,327,33133,315 days 00:00:00.000000000,315,62,33133,101,4,11,2,2018
Certificate Of Use,Office,Miami,FL,33146,2018-04-11,2018-04-11,2018-04-18,2018-04-18,2018-04-23,2018-04-25,2018-04-26,2018-04-26,2018-05-14,7,0,5,2,1,0,18,33,33146,15 days 00:00:00.000000000,15,62,33146,101,4,11,2,2018
Certificate Of Use,General Commercial,Miami,FL,33137,2018-04-11,2018-04-11,2018-04-12,2018-04-12,2018-04-27,2018-04-27,2018-04-27,2018-05-01,2018-05-14,1,0,15,0,0,4,13,33,33137,20 days 00:00:00.000000000,20,62,33137,101,4,11,2,2018
Certificate Of Use,Unknown,Miami,FL,33127,2018-04-12,2018-04-12,2018-04-12,2018-04-12,2018-04-13,2018-04-30,2018-05-14,2018-05-15,2018-05-25,0,0,1,17,14,1,10,43,33127,33 days 00:00:00.000000000,33,413,33127,102,4,12,3,2018
Certificate Of Use,General Commercial,Miami,FL,33131,2018-04-12,2018-04-12,2018-04-12,2018-04-12,2018-04-13,2018-04-16,2018-04-16,2018-04-16,2018-04-25,0,0,1,3,0,0,9,13,33131,4 days 00:00:00.000000000,4,62,33131,102,4,12,3,2018
Certificate Of Use,General Commercial,Miami,FL,33137,2018-04-12,2018-04-12,2018-04-12,2018-04-12,2018-04-24,2018-04-13,2018-04-17,2018-07-12,2018-07-13,0,0,12,-11,4,86,1,92,33137,91 days 00:00:00.000000000,91,62,33137,102,4,12,3,2018
Certificate Of Use,Unknown,Miami,FL,33134,2018-04-12,,2018-04-12,2018-04-12,2018-04-13,2018-04-17,2018-04-26,2018-04-27,2018-05-14,0,0,1,4,9,1,17,32,33134,15 days 00:00:00.000000000,15,413,33134,102,4,12,3,2018
Certificate Of Use,Unknown,Miami,FL,33131,2018-04-12,,2018-04-12,2018-04-12,2018-04-13,2018-04-25,2018-04-30,2018-04-30,2018-05-14,0,0,1,12,5,0,14,32,33131,18 days 00:00:00.000000000,18,413,33131,102,4,12,3,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33137,2018-04-12,,2018-04-12,2018-04-12,2018-04-13,2018-04-18,2018-06-12,2018-06-12,2018-06-22,0,0,1,5,55,0,10,71,33137,61 days 00:00:00.000000000,61,105,33137,102,4,12,3,2018
Certificate Of Use,General Commercial,Miami,FL,33137,2018-04-12,,2018-04-12,2018-04-12,2018-04-28,2018-04-30,2018-05-02,2018-05-02,2018-05-14,0,0,16,2,2,0,12,32,33137,20 days 00:00:00.000000000,20,62,33137,102,4,12,3,2018
Certificate Of Use,General Commercial,Miami,FL,33137,2018-04-12,,2018-04-12,2018-04-12,2018-04-13,2018-04-19,2018-04-24,2018-05-15,2018-05-25,0,0,1,6,5,21,10,43,33137,33 days 00:00:00.000000000,33,62,33137,102,4,12,3,2018
Certificate Of Use,General Commercial,Miami,FL,33125,2018-04-12,,2018-04-12,2018-04-12,2018-04-13,2018-05-02,2018-05-22,2018-05-22,2018-05-25,0,0,1,19,20,0,3,43,33125,40 days 00:00:00.000000000,40,62,33125,102,4,12,3,2018
Certificate Of Use,Public Parking,Miami,FL,33125,2018-04-20,,2018-04-20,2018-04-20,2018-04-28,2018-05-07,2018-05-12,2018-05-24,2018-05-25,0,0,8,9,5,12,1,35,33125,34 days 00:00:00.000000000,34,62,33125,110,4,20,4,2018
Certificate Of Use,General Commercial,Miami,FL,33135,2018-04-12,,2018-04-12,2018-04-12,2018-04-24,2018-04-30,2018-05-04,2018-05-07,2018-05-14,0,0,12,6,4,3,7,32,33135,25 days 00:00:00.000000000,25,62,33135,102,4,12,3,2018
Certificate Of Use,General Commercial,Miami,FL,33132,2018-04-12,,2018-04-12,2018-04-12,2018-04-13,2018-04-17,2018-07-24,2018-08-30,2018-09-07,0,0,1,4,98,37,8,148,33132,140 days 00:00:00.000000000,140,62,33132,102,4,12,3,2018
Certificate Of Use,Office,Miami,FL,33126,2018-04-12,2018-04-12,2018-04-13,2018-04-13,2018-04-17,2018-04-23,2018-04-24,2018-04-24,2018-04-25,1,0,4,6,1,0,1,13,33126,12 days 00:00:00.000000000,12,62,33126,102,4,12,3,2018
Certificate Of Use,General Commercial,Miami,FL,33137,2018-04-12,2018-04-12,2018-04-16,2018-04-16,2018-10-01,2018-04-17,2018-04-19,2018-05-15,2018-05-25,4,0,168,-167,2,26,10,43,33137,33 days 00:00:00.000000000,33,62,33137,102,4,12,3,2018
Certificate Of Use,Office,Miami,FL,33133,2018-04-12,2018-04-12,2018-04-12,2018-04-12,2018-10-01,2018-04-12,2018-04-17,2018-04-24,2018-04-25,0,0,172,-172,5,7,1,13,33133,12 days 00:00:00.000000000,12,62,33133,102,4,12,3,2018
Certificate Of Use,General Commercial,Miami,FL,33144,2018-04-12,2018-04-12,2018-04-13,2018-04-13,2018-06-11,2018-06-21,2018-06-22,2018-06-22,2018-07-06,1,0,59,10,1,0,14,85,33144,71 days 00:00:00.000000000,71,62,33144,102,4,12,3,2018
